query_genus,clade,n_proteins,strain_id,species,locality,habitat,latitude,longitude,elevation,sampling_site,region,marine
Cryobacterium,Bacteria,34,PAMC 28392,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28393,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28394,Cryobacterium psychrotolerans 0,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28410,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28414,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28420,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28421,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28423,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28429,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28432,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28437,Cryobacterium psychrotolerans,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28476,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28478,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Cryobacterium,Bacteria,34,PAMC 28482,Cryobacterium sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Glacial,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 26553,Hymenobacter sp.,Barton Penninsula/King George Island/South Shetland Islands/Antarctica,Lichen,-62.22605,-58.78357,53,"Usnea, 이끼 등이 혼재하는 자갈밭 이끼 사이 Environment 바람세고, 눈덮힘 Temperature(°C) pH Salinity(ppt) Habitat Lichen Host Culture condition",Antarctic,False
Hymenobacter,Bacteria,22,PAMC 26554,Hymenobacter sp.,Barton Penninsula/King George Island/South Shetland Islands/Antarctica,Lichen,-62.22605,-58.78357,53,"Usnea, 이끼 등이 혼재하는 자갈밭 이끼 사이 Environment 바람세고, 눈덮힘 Temperature(°C) pH Salinity(ppt) Habitat Lichen Host Culture condition",Antarctic,False
Hymenobacter,Bacteria,22,PAMC 26570,Hymenobacter sp.,Barton Penninsula/King George Island/South Shetland Islands/Antarctica,Lichen,-62.22605,-58.78357,53,"Usnea, 이끼 등이 혼재하는 자갈밭 이끼 사이 Environment 바람세고, 눈덮힘 Temperature(°C) pH Salinity(ppt) Habitat Lichen Host Culture condition",Antarctic,False
Hymenobacter,Bacteria,22,PAMC 26628,Hymenobacter sp.,Dasan Korean Arctic Station/Ny-Ålesund/Svalbard/Norway/Europe,lichen,78.9123,11.95463,56,다양한 식물과 지의류 관찰되는 돌로 이루어진 언덕 돌이 많은 곳의 이끼 위 Environment 다산기지 사격장과 길가 사이 언덕 Temperature(°C) 8 pH Salinity(ppt) Habitat lich,Arctic,False
Hymenobacter,Bacteria,22,PAMC 26630,Hymenobacter sp,Dasan Korean Arctic Station/Ny-Ålesund/Svalbard/Norway/Europe,lichen,78.9123,11.95463,56,다양한 식물과 지의류 관찰되는 돌로 이루어진 언덕 돌이 많은 곳의 이끼 위 Environment 다산기지 사격장과 길가 사이 언덕 Temperature(°C) 8 pH Salinity(ppt) Habitat lich,Arctic,False
Hymenobacter,Bacteria,22,PAMC 28396,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28400,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28402,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28403,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28404,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28409,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28434,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Hymenobacter,Bacteria,22,PAMC 28446,Hymenobacter sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Massilia,Bacteria,20,PAMC 28407,Massilia sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Massilia,Bacteria,20,PAMC 28408,Massilia sp.,Mountain Rwenzori/Western Uganda/Republic of Uganda/Africa,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media Temperature(°C) pH A,Other,False
Microbacterium,Bacteria,17,PAMC 26292,Microbacterium oleivorans,Mongol/Asia,Fresh water,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Fresh water Host Culture conditions Media 0.2X R2A agar [64] Temper,Other,False
Microbacterium,Bacteria,17,PAMC 27799,Microbacterium sp.,Ross Sea/Antarctica,Animal,-76.4788,163.37823,,Environment Temperature(°C) pH Salinity(ppt) Habitat Animal Host Culture conditions Media Temperature(°C) pH Aeration ae,Antarctic,True
Microbacterium,Bacteria,17,PAMC 27810,Microbacterium sp.,Ross Sea/Antarctica,Sea Water,-76.4788,163.37823,,Environment Temperature(°C) pH Salinity(ppt) Habitat Animal Host Culture conditions Media Temperature(°C) pH Aeration ae,Antarctic,True
Microbacterium,Bacteria,17,PAMC 28756,Microbacterium sp.,"세종기지에서 사면을 넘어, Usnea가 많이 서식하는 지점과 골짜기 사이 바위가 많은지점/Ardley Peninsula/King George Island/South Shetland Islands/Antarctica",Lichen,-62.22415,-58.78257,-,Environment Temperature(°C) pH Salinity(ppt) Habitat Lichen Host Culture conditions Media Temperature(°C) pH Aeration ae,Antarctic,False
Dyadobacter,Bacteria,12,PAMC 27451,Dyadobacter sp.,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Polaribacter,Bacteria,12,PAMC 20989,Polaribacter sp.,Ny-Ålesund/Svalbard/Norway,Sediment (marine),78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,True
Polaribacter,Bacteria,12,PAMC 21160,Polaribacter sp.,King George Island/South Shetland Islands/Antarctica,Soil (terrestrial),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Polaribacter,Bacteria,12,PAMC 21814,Polaribacter sp.,King George Island/South Shetland Islands/Antarctica,Moss,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Polaribacter,Bacteria,12,PAMC 21826,Polaribacter sp.,King George Island/South Shetland Islands/Antarctica,Water (sea),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,True
Polaribacter,Bacteria,12,PAMC 22009,Polaribacter butkevichii,King George Island/South Shetland Islands/Antarctica,Soil (sea shore),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Polaribacter,Bacteria,12,PAMC 22025,Polaribacter butkevichii,King George Island/South Shetland Islands/Antarctica,Soil (sea shore),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Polaribacter,Bacteria,12,PAMC 22228,Polaribacter sp.,Kongsfijorden 선착장/Ny-Ålesund/Svalbard/Norway/Europe,Biofilm,78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Biofilm Host Culture conditions Media ZoBell agar [2] Temperature(°,Arctic,False
Polaribacter,Bacteria,12,PAMC 22241,Polaribacter butkevichii,Kongsfijorden 선착장/Ny-Ålesund/Svalbard/Norway/Europe,Biofilm,78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Biofilm Host Culture conditions Media ZoBell agar [2] Temperature(°,Arctic,False
Polaribacter,Bacteria,12,PAMC 27095,Polaribacter sp.,Ross sea/Antarctica,Sea sediment,,,,Environment Temperature(°C) 7.74 pH -2.2 Salinity(ppt) 15 Habitat Sea sediment Host Culture conditions Media Marine agar,Antarctic,True
Polaribacter,Bacteria,12,PAMC 27096,Polaribacter sp.,Ross sea/Antarctica,Sea sediment,,,,Environment Temperature(°C) 7.74 pH -2.2 Salinity(ppt) 15 Habitat Sea sediment Host Culture conditions Media Marine agar,Antarctic,True
Polaribacter,Bacteria,12,PAMC 27100,Polaribacter sp.,Ross sea/Antarctica,Sea sediment,,,,Environment Temperature(°C) 7.74 pH -2.2 Salinity(ppt) 15 Habitat Sea sediment Host Culture conditions Media Marine agar,Antarctic,True
Mucilaginibacter,Bacteria,11,PAMC 25879,Mucilaginibacter sp.,"Pitztaler Jöchl Ferner, Ötztaler Alps/Innsbruck/Tyrol/Austria/Europe",Cryoconite,47.04,12.41,2875,human impact,Alpine,False
Mucilaginibacter,Bacteria,11,PAMC 25884,Mucilaginibacter sp.,Tiefenbachferner - Ötztaler Alps/Innsbruck/Tyrol/Austria/Europe,Cryoconite,47.04,12.41,2900,human impact,Alpine,False
Mucilaginibacter,Bacteria,11,PAMC 25900,Mucilaginibacter sp.,"Bankerferner - Wurmkogel, Ötztaler Alps/Innsbruck/Tyrol/Austria/Europe",Cryoconite,47.04,12.41,2820,human impact,Alpine,False
Mucilaginibacter,Bacteria,11,PAMC 26640,Mucilaginibacter sp.,Ny-Ålesund/Svalbard/Norway/Europe,lichen,78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sediment (marine) Host Culture conditions Media ZoBell agar [2] Tem,Arctic,False
Mucilaginibacter,Bacteria,11,PAMC 27447,Mucilaginibacter sp.,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Mucilaginibacter,Bacteria,11,PAMC 27481,Mucilaginibacter sp.,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Mucilaginibacter,Bacteria,11,PAMC 27511,Mucilaginibacter sp.,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 25175,Pedobacter sp.,세종기지/세종호/Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Water (fresh),-62.13,-58.47,,"기지 앞, 세종호 (호수의 대부분이 얼음으로 덮혀 있는 상태) Environment Temperature(°C) pH Salinity(ppt) Habitat Water (fresh) Host Culture condi",Antarctic,False
Pedobacter,Bacteria,11,PAMC 25183,Pedobacter sp.,세종기지/촛대바위 지나 펭귄마을 바로 밑 해안/Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Water (sea),-62.13,-58.47,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Antarctic,True
Pedobacter,Bacteria,11,PAMC 27299,Pedobacter sp.,King George Island/South Shetland Islands/Antarctica,Terrestrial soil,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27404,Pedobacter sp.,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27413,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27485,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27486,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27487,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27488,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27490,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Terrestrial soil,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Pedobacter,Bacteria,11,PAMC 27492,Pedobacter cryoconitis,Barton Peninsula/King George Island/South Shetland Islands/Antarctica,Fresh Water,-62.21967,-58.78667,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sea water Host Culture conditions Media R2A agar [6] Temperature(°C,Antarctic,False
Shewanella,Bacteria,9,PAMC 20898,Shewanella denitrificans,Ny-Ålesund/Svalbard/Norway,unknown,78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,False
Shewanella,Bacteria,9,PAMC 20910,Shewanella sp.,Ny-Ålesund/Svalbard/Norway,unknown,78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,False
Shewanella,Bacteria,9,PAMC 20911,Shewanella sp.,Ny-Ålesund/Svalbard/Norway,unknown,78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,False
Shewanella,Bacteria,9,PAMC 20915,Shewanella gelidimarina,Ny-Ålesund/Svalbard/Norway,unknown,78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,False
Shewanella,Bacteria,9,PAMC 20924,Shewanella denitrificans,Ny-Ålesund/Svalbard/Norway,unknown,78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,False
Shewanella,Bacteria,9,PAMC 20971,Shewanella donghaensis,Ny-Ålesund/Svalbard/Norway,Sediment (marine),78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,True
Shewanella,Bacteria,9,PAMC 20976,Shewanella donghaensis,Ny-Ålesund/Svalbard/Norway,Sediment (marine),78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,True
Shewanella,Bacteria,9,PAMC 20979,Shewanella abyssi,Ny-Ålesund/Svalbard/Norway,Sediment (marine),78.55,11.53,,Sediment 2 of King's Bay Environment Temperature(°C) pH Salinity(ppt) Habitat unknown Host Culture conditions Media ZoBe,Arctic,True
Shewanella,Bacteria,9,PAMC 21672,Shewanella sp.,,,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Host Culture conditions Media Marine agar [66] Temperature(°C) 25 -,Other,False
Shewanella,Bacteria,9,PAMC 21844,Shewanella sp.,King George Island/South Shetland Islands/Antarctica,unknown,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Shewanella,Bacteria,9,PAMC 21863,Shewanella sp.,King George Island/South Shetland Islands/Antarctica,unknown,,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,False
Shewanella,Bacteria,9,PAMC 21939,Shewanella vesiculosa,King George Island/South Shetland Islands/Antarctica,Algae (marine),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,True
Shewanella,Bacteria,9,PAMC 21996,Shewanella vesiculosa,King George Island/South Shetland Islands/Antarctica,Sediment (marine),,,,Environment Temperature(°C) pH Salinity(ppt) Habitat Terrestrial soil Host Culture conditions Media MSB+Xylan agar or Hu,Antarctic,True
Shewanella,Bacteria,9,PAMC 22152,Shewanella sp.,Kongsfijorden 선착장/Ny-Ålesund/Svalbard/Norway/Europe,Water (sea),78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Biofilm Host Culture conditions Media ZoBell agar [2] Temperature(°,Arctic,True
Shewanella,Bacteria,9,PAMC 22211,Shewanella sp.,Ny-Ålesund/Svalbard/Norway/Europe,Sediment (marine),78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sediment (marine) Host Culture conditions Media ZoBell agar [2] Tem,Arctic,True
Shewanella,Bacteria,9,PAMC 22224,Shewanella donghaensis,Ny-Ålesund/Svalbard/Norway/Europe,Sediment (marine),78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sediment (marine) Host Culture conditions Media ZoBell agar [2] Tem,Arctic,True
Shewanella,Bacteria,9,PAMC 22250,Shewanella frigidimarina,Kongsfijorden 선착장/Ny-Ålesund/Svalbard/Norway/Europe,Biofilm,78.92267,11.89147,,Environment Temperature(°C) pH Salinity(ppt) Habitat Biofilm Host Culture conditions Media ZoBell agar [2] Temperature(°,Arctic,False
Shewanella,Bacteria,9,PAMC 23452,Shewanella vesiculosa,Cara Sea/Cara Sea/Cara Sea/Russia/Europe,Sediment (marine),73.83479,67.58873,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sediment (marine) Host Culture conditions Media Tryptic soy agar [4,Arctic,True
Shewanella,Bacteria,9,PAMC 23453,Shewanella vesiculosa,Cara Sea/Cara Sea/Cara Sea/Russia/Europe,Sediment (marine),73.83479,67.58873,,Environment Temperature(°C) pH Salinity(ppt) Habitat Sediment (marine) Host Culture conditions Media Tryptic soy agar [4,Arctic,True
Shewanella,Bacteria,9,PAMC 25055,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25056,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25062,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25063,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25064,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25065,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25066,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25067,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25069,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25070,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25072,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25073,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25096,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25099,Shewanella vesiculosa,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
Shewanella,Bacteria,9,PAMC 25102,Shewanella frigidimarina,제주도 남단 이어도 해상 과학기지/Ieodo/Jeju Island/Korea/Asia,Water (sea),32.0,126.0,,Environment Temperature(°C) pH Salinity(ppt) Habitat Water (sea) Host Culture conditions Media R2A agar [6] Temperature(,Other,True
